formula,2Dpfx,2Dpfy,area,CBM_GW,CBM_HSE06,CBM,Dgap_gw,Dgap_HSE06,Dgap_WSOC,Dgap,EBE,Eng,gp_gw,gp_HSE06,GWSOC,VBM_gw,VBM_HSE06,VBM,VL,TDSL
MnO2,4.367322777777777,4.7723933333333335,10.829125000000008,-0.8969680555555561,-2.3172116666666667,-3.6662857142857104,6.105937777777779,3.6022291666666684,2.0296294999999995,1.9223666666666668,1.997163333333333,-12.506079074074064,5.782163333333333,3.808448888888889,2.090670833333332,-6.922989999999998,-6.285328333333337,-5.37688222222222,2.587416666666668,2.0
MnS2,5.248750333333334,5.921803888888891,11.242043333333331,-0.6831818333333335,-1.0496772222222224,-1.4647847619047596,4.1633650000000015,2.9021824999999994,1.8583629,1.8697483333333336,1.1682716666666666,-8.847182962962963,3.5561066666666665,2.580708333333334,1.679244999999999,-4.461277999999994,-3.670988333333336,-3.230479999999999,2.9272328571428567,3.0
MnSe2,5.947333499999998,6.32602288888889,12.848528333333338,-0.5798371388888891,-0.9408211111111112,-1.4157238095238085,3.704332777777778,2.1698066666666667,1.6245243999999992,1.612616666666667,0.8730783333333335,-8.338134629629627,3.007703333333335,1.917383888888889,1.4180908333333335,-4.062746666666664,-3.150383333333337,-2.7873927777777774,3.063268571428571,3.0
MnTe2,7.103310777777774,6.235857888888889,15.105309999999996,-0.4908045138888891,-0.9350366666666668,-1.1834133333333343,3.171464444444448,1.6421508333333332,1.255753333333334,1.031165,0.6116016666666669,-8.060448703703702,2.528910000000001,1.5403205555555557,1.1675390000000003,-3.636872666666664,-2.6506475000000007,-2.08011,2.7605425714285725,1.0
TcO2,5.9409480555555625,5.648008000000001,10.058136666666666,-0.7826474305555551,-2.339812777777777,-3.4162938095238067,5.128580555555553,3.2515508333333334,1.6964246666666658,1.5486766666666665,1.9802966666666657,-13.98323166666666,4.9240200000000005,2.94204277777778,1.4615675000000004,-5.618049999999995,-5.421189583333333,-4.452023888888888,3.0687442857142853,2.0
TcS2,5.871396611111111,5.911240444444446,11.103163166666668,-0.6096282083333334,-0.5645000000000001,-1.1218909523809515,3.39838888888889,2.2009408333333336,1.328813500000001,1.4574550000000008,1.0959783333333335,-11.322908851851842,3.069359999999999,1.968461944444444,1.0911716666666664,-3.770019999999998,-2.4548695833333327,-2.0171977777777763,3.63342447619048,2.0
TcSe2,5.732157444444446,6.088297777777775,11.636362166666665,-0.3736489722222222,-0.4933238888888889,-1.0765399999999992,3.0306238888888903,2.066477916666666,1.0951856666666675,1.1862416666666666,0.8248383333333333,-10.71388199999999,2.292536666666667,1.6997972222222226,0.8631558333333329,-3.209107333333333,-2.013431249999999,-1.580686666666668,3.7952357142857176,2.0
TcTe2,6.740818388888889,6.37860711111111,12.757223833333336,-0.2547588194444443,-0.3692772222222222,-0.9591361904761914,3.073677777777781,1.5849183333333323,0.8777821666666669,1.000306666666667,0.5949466666666666,-9.771051851851848,2.5146500000000005,1.4491055555555556,0.7508459999999999,-2.880022666666666,-1.6366466666666684,-1.2916844444444449,4.084124714285717,2.0
ReO2,6.977178166666668,6.60188722222222,10.040498333333332,-0.419585263888889,-1.7660388888888887,-2.995765238095241,5.025418888888886,2.864791666666667,1.820512699999999,1.7490449999999995,1.7313583333333329,-13.4498224074074,4.501810000000001,2.469261111111111,1.4765108333333328,-5.125407999999996,-4.364399166666662,-3.859672222222221,3.278444761904764,2.0
ReS2,6.633022166666668,6.439906055555556,11.197312666666669,-0.1905644583333333,-0.388285,-0.5773680952380957,3.248314444444448,2.213221666666666,1.354676866666667,1.432751666666667,0.9680577777777776,-11.708086259259254,2.7084200000000003,1.9031413888888893,1.1575215,-3.54819933333333,-2.0936470833333334,-1.668873888888889,3.811350952380955,2.0
ReSe2,6.697857833333332,6.0336195555555525,11.679438999999997,0.076184625,-0.3239361111111112,-0.5170457142857152,2.9898727777777783,2.02364625,1.1620682,1.1139400000000002,0.83484,-10.66234514814814,2.19522,1.7369177777777778,0.965834,-3.076712666666668,-1.5390137500000003,-1.3313200000000007,4.003783238095236,1.0
ReTe2,7.295001611111112,6.80003138888889,12.589699166666668,0.2248554861111112,-0.231746111111111,-0.5542100000000011,2.653622777777781,1.5129333333333332,0.8669503666666669,0.8827683333333333,0.5882083333333331,-10.537422962962957,2.2641500000000003,1.4108094444444448,0.8052198333333331,-2.6584726666666665,-1.3163995833333335,-1.0317388888888903,4.337835095238097,1.0
FeO2,4.451532222222224,5.347069444444445,10.463113333333332,-0.8060165833333334,-2.411869444444444,-3.7642666666666615,5.691848888888889,3.457040833333332,1.9870588333333323,1.9031925,2.0149666666666666,-12.26590999999999,5.067243333333332,3.586981111111112,2.025572916666666,-6.593321999999995,-6.334499583333331,-5.138595555555554,2.491467380952384,2.0
FeS2,5.846309166666664,6.996034333333333,11.010858333333331,-0.6471538750000003,-1.1804255555555554,-1.6549595238095214,4.010567222222224,2.5268658333333334,1.5904522,1.8619650000000003,1.1608149999999997,-8.059506111111109,3.485363333333332,2.4729650000000007,1.4436463333333345,-4.31017933333333,-3.608349583333335,-3.362888888888888,2.9663171428571453,3.0
FeSe2,6.366116666666666,7.081526333333332,12.435956000000004,-0.6413192361111112,-1.1062788888888888,-1.465428571428571,3.5741027777777785,2.0909925,1.270938066666667,1.4594300000000004,0.8713400000000003,-7.664180185185184,2.7449633333333336,1.799155000000001,1.135065333333334,-3.768188666666664,-3.193650000000001,-2.8489138888888887,3.095997142857144,3.0
FeTe2,7.438061444444446,7.251415555555558,14.546855666666664,-0.6835413055555553,-0.9361499999999996,-1.201804285714286,2.896115000000003,1.656009166666666,1.1209811000000005,0.96504,0.5892366666666669,-7.095569259259256,2.461720000000001,1.6767594444444454,1.021852833333334,-3.363699999999997,-2.726969583333335,-2.2542838888888883,2.7329531428571445,1.0
RuO2,5.802632833333337,5.847567777777775,9.989500000000003,-1.1481890555555554,-2.6072411111111107,-3.801818571428569,4.98504277777778,3.034755833333333,1.7074379999999998,1.4330183333333333,1.8387533333333337,-12.83653842592592,4.584766666666666,2.4317605555555573,1.4452349999999998,-5.566970666666664,-5.164119999999997,-4.567336111111114,2.923034761904763,2.0
RuS2,6.027736333333331,6.202611722222221,11.036755500000003,-0.7150280833333337,-1.1603511111111109,-1.2581071428571422,3.3415950000000003,2.149075,1.1913467000000006,1.1024183333333335,1.007568333333333,-9.837433851851848,2.910726666666667,1.9157711111111109,1.0729075000000003,-3.792024666666664,-2.8642508333333336,-2.2810116666666653,3.396217285714288,2.0
RuSe2,6.501566111111109,6.693924277777778,11.445416833333338,-0.5630760972222222,-1.0948861111111112,-1.0610933333333328,2.935278333333335,1.9636891666666665,1.0141296333333345,1.0874213333333334,0.7989016666666668,-9.15344055555555,2.460066666666666,1.7401644444444453,0.9398839999999998,-3.34281933333333,-2.350582500000001,-1.895048333333332,3.592898238095239,2.0
RuTe2,7.151344944444445,6.868402000000001,12.778847666666673,-0.5709080416666668,-0.8660244444444442,-0.9392795238095236,2.6447122222222266,1.6126033333333325,0.8823338333333336,0.9570430000000002,0.5567766666666666,-8.3231287037037,2.26019,1.4070883333333335,0.8038561666666663,-3.0440026666666644,-1.9138762500000024,-1.642815555555556,3.597872666666668,2.0
OsO2,6.91332088888889,6.516169444444442,9.859804999999996,-0.7975012222222222,-2.420577777777777,-3.3993619047619035,5.024519444444441,2.79208,1.779722666666666,1.4961774999999995,1.4775633333333331,-12.278021018518514,4.367453333333334,2.550269999999998,1.5548483333333332,-5.133366666666662,-4.216283333333331,-3.9020777777777806,3.207259047619052,2.0
OsS2,6.573074999999999,6.791390888888884,11.130370500000003,-0.4645747638888889,-1.3030277777777777,-1.0892542857142848,3.196548333333334,2.094979999999999,1.2255823333333329,1.2307,0.9127394444444438,-10.383479814814816,2.74567,1.8510027777777784,1.309198166666666,-3.586442666666663,-2.253715416666668,-1.8067461111111105,3.7563680952380953,2.0
OsSe2,6.737248666666666,6.561422999999993,11.58625883333334,-0.2229181805555555,-1.0225927777777777,-0.802414285714286,2.810159444444445,1.87597375,1.1005992333333334,1.0334083333333333,0.7787916666666664,-9.22079148148148,2.2955900000000007,1.8070344444444444,1.0281823333333333,-3.2060993333333307,-1.948499583333333,-1.491834444444445,3.9121735714285695,1.0
OsTe2,7.0482565555555565,7.294561555555559,12.570603333333333,-0.1987144722222222,-0.7587061111111112,-0.7320914285714296,2.457498888888891,1.4875141666666662,0.9815206333333332,0.8204600000000001,0.55526,-8.623317777777777,2.101970000000001,1.357728888888889,0.8678226666666666,-2.8427300000000004,-1.5162004166666678,-1.2226361111111117,4.129550142857142,1.0
CoO2,5.078180777777777,5.391874999999999,10.166985000000002,-0.8719443888888888,-3.1639844444444445,-3.728421428571426,5.894114444444446,3.5497191666666663,2.0962058333333324,1.9349324999999995,2.1190816666666668,-11.55081305555555,5.188046666666667,3.6785533333333342,2.065482083333333,-6.431653333333326,-6.356425416666666,-5.148822222222223,2.3991369047619058,2.0
CoS2,7.190740499999999,7.165379999999997,11.165334333333332,-0.6602619305555555,-1.1997877777777777,-1.860772857142855,4.046927777777781,2.54521,1.784454766666667,1.9441233333333336,1.2085283333333328,-6.910306111111112,3.6624466666666655,2.399522222222222,1.6594721666666663,-4.239477999999996,-3.4487620833333312,-3.4255394444444445,2.8888304761904777,3.0
CoSe2,8.079801166666662,7.37354911111111,12.562505666666668,-0.6811571666666667,-1.2233411111111112,-1.6817571428571418,3.5859883333333347,2.110029166666667,1.5073474333333337,1.5990400000000005,0.9379366666666664,-6.318918333333337,3.117693333333333,1.8212550000000016,1.2530796666666673,-3.7708619999999975,-3.0993491666666646,-2.8721977777777763,2.9409885714285715,3.0
CoTe2,8.83287866666666,7.816819444444445,14.60059233333333,-0.6816962777777773,-1.062657222222222,-1.492186666666668,2.983751666666671,1.6651416666666654,1.1937097,1.002679,0.6373400000000005,-5.96328074074074,2.6103366666666674,1.7143138888888898,1.055349666666667,-3.4080973333333286,-2.8267304166666687,-2.351718888888887,2.543950333333335,1.0
Ti2O1S3,5.616284722222222,6.551639222222222,14.301044500000003,-0.7580649166666668,-0.6580855555555556,-1.3711247619047615,4.311655000000002,3.5333941666666675,1.980505899999999,2.043716666666666,1.472801666666667,-36.13825944444446,4.106819999999999,3.426646666666668,1.9811908333333328,-3.8174666666666655,-3.5617287500000017,-3.0888616666666664,2.670798333333331,2.0
TiOS,6.190525000000002,5.900945999999999,10.708560666666669,-0.845172194444444,-0.7016944444444442,-1.0764095238095246,5.011711111111112,4.490646666666666,2.362610166666665,2.689306666666667,1.830241666666668,-13.190454629629622,5.093546666666666,3.9782538888888888,2.4408555,-4.375605999999999,-3.654769166666669,-2.954443888888887,2.496319142857141,2.0
Ti2O3S1,5.32716188888889,5.965237555555555,13.12260916666667,-0.7261556805555555,-0.8081788888888889,-2.832321428571432,5.670972222222214,5.037885833333333,2.565562166666667,2.6691716666666663,2.113411666666667,-37.50998870370369,5.803519999999997,4.828099444444442,2.3002458333333324,-6.590105999999997,-5.937042916666661,-4.543520555555556,2.4155347619047616,2.0
Ti2O1Se3,5.693592055555557,6.643760055555557,15.570029166666671,-0.6602751527777783,-0.4687522222222223,-1.2098390476190477,3.679296666666668,2.884314166666666,1.6663793999999996,1.8275416666666675,1.2575850000000006,-32.71517407407408,3.181160000000001,2.768676111111113,1.5034750000000006,-3.3027086666666645,-3.0864779166666683,-2.881082777777773,2.9153369047619067,3.0
TiOSe,6.185506333333336,5.945765222222223,11.187624000000003,-0.7893717777777778,-0.5809777777777778,-0.9132085714285724,4.838295000000001,4.105077499999999,2.222305499999999,2.6702716666666664,1.7087600000000005,-12.869549444444436,4.590900000000001,3.609237222222221,2.3225375,-4.241568666666664,-3.5448712500000004,-2.8585588888888864,2.50387514285714,2.0
Ti2O3Se1,5.030789500000001,5.691932555555555,13.5489925,-0.7391286388888887,-0.6787955555555556,-2.672415238095241,5.6089883333333255,5.02266,2.5753383333333337,2.413666666666665,2.1132366666666664,-36.83500833333333,5.571366666666665,4.711137222222221,2.333564166666666,-6.481482666666666,-5.989887499999994,-4.509581666666668,2.393626904761904,2.0
Ti2O1Te3,6.394263833333336,6.789955833333334,21.48629050000001,-0.410701625,-0.1381522222222222,-0.8654847619047614,2.769565000000001,2.299054166666667,1.5265559333333338,1.3012883333333332,1.0772044444444446,-26.61432503703704,2.7347900000000003,2.197030833333334,1.4001725000000005,-2.463502,-2.5083091666666686,-2.199712222222222,3.144035333333331,3.0
TiOTe,6.4348689444444425,5.279770500000005,12.396071666666664,-0.7927278472222221,-0.2057311111111112,-0.7261214285714289,4.357333888888888,3.133515833333334,1.895119666666668,1.934185,1.5765683333333336,-11.70035009259259,4.033983333333335,2.905961111111112,1.7200533333333332,-4.088217999999997,-3.205468750000001,-2.4603205555555547,2.5349689523809493,2.0
Ti2O3Te1,5.042420833333334,5.733978888888887,14.556584166666664,-0.6203629861111112,-0.4941122222222223,-2.3696747619047653,5.51173777777777,4.598044999999999,2.609609000000001,2.1422966666666663,1.97749,-35.48834055555555,5.224506666666667,4.276931111111111,2.5694933333333334,-6.24997533333333,-5.681250833333332,-4.384723333333333,2.4018416666666647,2.0
Ti2S1Se3,6.02982288888889,6.490207611111114,22.252579833333343,-0.5829735555555559,-0.4333388888888889,-1.2566280952380953,3.3685844444444464,2.339721666666668,1.4148487333333335,1.4709113333333332,0.9930733333333334,-27.88248451851852,2.7748800000000005,2.244787777777776,1.1800508333333333,-3.0111566666666665,-2.5993054166666663,-2.314909999999998,3.057308428571429,2.0
TiSSe,7.085535833333338,6.156896500000001,13.096192,-0.6996328611111114,-0.6314866666666665,-1.1412380952380965,3.977164444444444,2.53396375,1.6218201333333333,1.7894083333333333,1.136976666666667,-8.944632407407402,3.441413333333332,2.551572777777779,1.444960000000001,-3.7379666666666633,-2.853470000000001,-2.668107222222221,2.617532095238093,3.0
Ti2S3Se1,6.04294066666667,6.6262145000000015,20.384777666666675,-0.6588613888888893,-0.5042555555555556,-1.2898761904761902,3.6811594444444458,2.726380833333333,1.6240064000000003,1.7425916666666663,1.107835,-30.468550703703688,3.17378,2.797943888888891,1.4200858333333328,-3.2180306666666665,-3.0078783333333323,-2.505728888888888,2.9773724285714285,2.0
Ti2S1Te3,6.723006611111112,5.932371722222223,25.19910033333333,-0.302377,0.0606566666666666,-0.934565714285714,2.706858333333335,1.7936741666666665,1.1909377666666674,1.0980350000000003,0.7434133333333335,-22.94946162962964,2.4374100000000003,1.894199722222221,1.0053456666666667,-2.1944420000000013,-2.065129791666666,-1.846774444444443,3.0459421428571414,3.0
TiSTe,7.360655555555557,6.529659166666663,13.511366,-0.5851806666666668,-0.4592650000000001,-0.956280952380953,3.584696666666667,2.28313625,1.323255433333334,1.5359203333333329,0.9092883333333333,-8.62951796296296,3.2784166666666668,2.215766944444445,1.2296358333333337,-3.5504939999999987,-2.529264166666668,-2.231229444444444,2.6747729047619027,3.0
Ti2S3Te1,5.946839777777777,5.993037722222222,21.382926500000007,-0.5671736111111113,-0.4706133333333334,-1.184537142857143,3.384410000000003,2.559813333333333,1.5436118000000003,1.50663,1.0232683333333334,-29.35419722222221,3.1164099999999992,2.778659444444445,1.2910049999999995,-2.992168666666664,-2.6966141666666656,-2.4851149999999977,3.032803238095239,3.0
Ti2Se1Te3,6.973700333333336,6.118803111111113,29.615491166666672,-0.1875710555555555,-0.0054422222222222,-0.9578902380952372,2.761456666666669,1.5747883333333326,1.1642577666666674,1.133,0.68128,-22.176825351851864,2.366780000000001,1.821206944444444,1.0061665,-2.1166080000000007,-1.9665804166666667,-1.846988888888888,3.0269785238095217,3.0
TiSeTe,7.6735528888888895,6.944901555555552,13.790887166666664,-0.4291872083333336,-0.462388888888889,-0.9526195238095244,3.418910555555557,2.0202058333333333,1.261136233333335,1.5211499999999998,0.7502194444444444,-8.42786629629629,2.9231266666666667,1.996711111111111,1.2284008333333332,-3.420612,-2.2850529166666664,-2.0519327777777754,2.7240635714285686,2.0
Ti2Se3Te1,6.003420777777774,6.063458944444444,23.856968166666675,-0.3399824444444445,-0.2584227777777778,-1.0787738095238102,2.8961200000000016,2.0087975000000005,1.2771338333333342,1.1996916666666668,0.8902483333333333,-24.641166222222232,2.4132,2.081376111111112,1.1050283333333333,-2.38838,-2.3104552083333347,-2.061912777777776,3.1210537619047622,3.0
Zr2O1S3,6.6206928333333375,7.029496111111115,15.8240665,-0.5750698472222221,-0.2168611111111111,-1.0797090476190483,3.9979855555555535,3.265315,1.9965485333333333,1.6306149999999997,1.3180316666666667,-39.01537414814813,3.684190000000001,2.7952166666666662,1.772176666666667,-3.308320666666666,-2.8940862500000004,-2.884561666666666,2.8506673809523786,2.0
ZrOS,6.93964122222222,5.969555777777781,12.358978999999998,-0.7006175277777779,-0.559501111111111,-0.7717504761904762,4.854628333333332,4.094092500000001,2.3880785,2.430805,1.7150216666666669,-13.71712388888889,4.41151,3.447210555555555,2.0911499999999994,-4.1562033333333295,-2.645417499999997,-2.5140461111111083,3.0922689523809472,2.0
Zr2O3S1,6.267388000000003,6.129559444444444,14.526526500000005,-0.4045587916666667,-0.469233888888889,-2.5018357142857166,5.829084999999994,5.076450833333334,2.583252999999999,2.479525,2.078193333333332,-40.98268925925928,5.836833333333333,4.427197222222222,2.285050833333333,-5.602567999999994,-5.231783333333329,-4.580248333333329,2.665434285714282,2.0
Zr2O1Se3,6.699775944444446,6.981319111111114,15.496326333333329,-0.4981161944444444,-0.0767211111111111,-0.94837380952381,3.5168477777777807,2.7216958333333325,1.7535378333333322,1.4727316666666668,1.1266350000000005,-35.64517248148147,3.083150000000001,2.418785555555554,1.4730066666666664,-2.9041139999999976,-2.4640516666666663,-2.3767672222222185,2.849224047619048,2.0
ZrOSe,6.663160444444444,6.064817111111114,12.650157333333333,-0.6686480555555554,-0.4999044444444445,-0.6652071428571429,4.53504777777778,3.7307991666666687,2.4111161666666647,2.5053433333333333,1.6194683333333333,-13.31554,4.137320000000001,3.1313477777777785,1.9488883333333324,-4.080680666666662,-2.257483333333334,-2.278087777777777,3.0523007619047595,2.0
Zr2O3Se1,6.114211666666669,6.140270555555555,14.8013965,-0.3590992083333332,-0.2747727777777777,-2.381473809523812,5.68155388888888,4.827928333333333,2.647441333333333,2.347226666666666,2.0244083333333327,-40.074159629629655,5.28715,4.356553888888888,2.2374541666666663,-5.253901333333327,-5.090249166666663,-4.505486666666663,2.664004999999997,2.0
Zr2O1Te3,6.918205333333338,6.93898572222222,23.33007516666667,-0.291361388888889,-0.0204299999999999,-0.7024009523809528,2.791862222222223,2.0924825,1.6117005333333343,1.4474416666666667,1.0594783333333335,-30.807005851851844,2.4117200000000003,2.141399722222222,1.4341333333333333,-1.953404666666668,-1.5878141666666672,-1.5310027777777784,3.3166437142857124,3.0
ZrOTe,7.1629701666666685,5.722707444444446,13.431037333333334,-0.6298557222222219,-0.4076488888888889,-0.5556323809523811,4.198071111111109,3.217007916666666,1.964759666666668,2.013138333333334,1.432835,-12.272623518518518,3.9182699999999993,2.576586111111111,1.6124708333333329,-3.8771466666666656,-1.728753333333334,-1.584481666666668,3.0335136190476137,2.0
Zr2O3Te1,6.352238111111113,6.06623644444444,15.675930833333336,-0.3517162499999998,-0.3561905555555555,-1.867019047619048,5.224240555555552,4.317873333333333,2.5643136666666666,2.19348,1.97006,-39.16389451851854,4.677206666666667,4.1060633333333305,2.197485833333334,-4.653053333333331,-4.935582916666664,-4.116409999999997,2.619670238095236,2.0
Zr2S1Se3,6.5350544444444445,6.628406111111116,22.66773983333333,-0.490628513888889,-0.3087188888888889,-1.0235180952380951,3.252571666666672,2.2683033333333342,1.4985970333333332,1.2639116666666663,0.956455,-31.41331094444445,2.643539999999999,2.1533063888888866,1.3518166666666662,-2.393170000000001,-2.073507083333332,-1.9142166666666656,3.068649428571429,2.0
ZrSSe,7.566343833333332,6.589392333333335,13.46787633333334,-0.6191381666666667,-0.6072977777777776,-1.0464976190476196,3.7479855555555583,2.4389212500000004,1.6280640999999998,1.6186600000000002,1.0952050000000002,-10.043728888888882,3.607913333333333,2.1407966666666667,1.4677541666666665,-3.723054666666668,-1.960041666666668,-2.0337300000000003,3.185595476190473,2.0
Zr2S3Se1,6.635698888888888,6.716292777777779,21.92608116666668,-0.584633763888889,-0.4712888888888888,-1.093420476190475,3.618502777777782,2.655511666666667,1.6358405666666669,1.4647233333333332,1.0679266666666671,-33.79935327777776,3.125329999999999,2.521337777777777,1.508965833333333,-2.782002000000002,-2.3242495833333345,-2.2651355555555552,3.0365448571428564,2.0
Zr2S1Te3,7.450048277777779,5.914814999999999,28.75666933333334,-0.3362245833333333,-0.0718833333333333,-0.8331685714285713,2.626590000000002,1.653058333333333,1.3712340000000005,1.142745,0.6929216666666662,-27.72616494444445,2.3835900000000008,1.951063055555555,1.1663431666666666,-1.8073920000000008,-1.3041191666666665,-1.2589477777777782,3.268337095238095,3.0
ZrSTe,7.55924588888889,6.621096,14.014350333333338,-0.6348506805555557,-0.5300866666666667,-0.8755842857142857,3.49493777777778,2.1761587499999995,1.3370186333333334,1.531555,0.8810766666666658,-9.608299629629624,3.277936666666667,1.8806502777777776,1.3002196666666663,-3.444735333333334,-1.44750125,-1.372761666666667,3.2834437619047634,3.0
Zr2S3Te1,6.290967555555555,6.250647777777779,23.54634716666667,-0.5281866666666667,-0.4178877777777777,-1.0445666666666669,3.312179444444449,2.4451458333333345,1.5741269000000015,1.3993633333333333,1.0029283333333332,-33.37430161111111,2.66461,2.33641722222222,1.3362516666666666,-2.4237513333333336,-2.097583333333334,-2.155417222222222,2.996024190476191,3.0
Zr2Se1Te3,7.722142666666667,6.052566777777778,32.59495550000001,-0.2331205694444445,-0.0827811111111111,-0.8641004761904759,2.617568333333335,1.5741424999999991,1.3504322000000004,1.1179616666666663,0.6728233333333327,-27.055764370370376,2.4508600000000014,1.928566388888889,1.179982333333333,-1.717526000000001,-1.415072916666667,-1.3412738888888895,3.367280000000002,3.0
ZrSeTe,8.096850111111108,7.00702422222222,14.14066566666667,-0.5226873472222224,-0.4950050000000001,-0.8852147619047618,3.2943766666666687,1.8930779166666656,1.358471933333334,1.3072749999999995,0.7906299999999996,-9.130649444444437,3.148016666666666,1.8932658333333328,1.2797231666666666,-3.317996666666668,-1.4315275,-1.3813522222222236,3.3018482857142843,2.0
Zr2Se3Te1,6.825985055555556,5.897568222222223,27.761202000000008,-0.3840024861111111,-0.2773944444444445,-0.9639323809523808,2.858386111111116,1.8642641666666664,1.3994953333333335,1.1690891666666663,0.8720083333333332,-29.245920388888905,2.30676,2.0577922222222225,1.1775424999999995,-1.982296,-1.8633291666666665,-1.733952777777778,3.253160333333335,3.0
Hf2O1S3,6.675154333333334,7.136277111111112,16.230567499999996,-0.5592755972222219,-0.2112677777777777,-1.0583914285714298,3.894784444444445,2.916683333333333,2.0059472,1.3917383333333333,1.1982416666666664,-39.85391387037037,3.4042633333333345,2.690860555555555,1.6269758333333328,-3.011309333333333,-2.4857675,-2.644002222222222,2.889049761904761,2.0
HfOS,6.96560911111111,5.759037222222227,12.225925,-0.6616277222222219,-0.5149577777777777,-0.7859804761904763,4.64964111111111,3.697371666666668,2.4596415,2.532854999999999,1.5968883333333332,-12.961753888888888,4.227143333333334,2.944011111111112,2.0235191666666656,-4.129615333333332,-2.0424925000000007,-2.252501666666665,3.306239428571426,2.0
Hf2O3S1,6.701928444444447,6.388729111111108,14.750614166666669,-0.3141036250000001,-0.2111033333333333,-2.19109523809524,5.7329994444444345,4.609518333333336,2.630324333333332,2.135433333333333,1.9108349999999987,-40.58650911111113,5.9418,4.094461111111111,2.3219025,-5.039145333333329,-5.011600416666663,-4.557124999999993,2.856111190476188,2.0
Hf2O1Se3,6.554012111111111,6.95887061111111,17.280606666666664,-0.460494097222222,-0.0673344444444444,-0.8598276190476193,3.4917011111111123,2.4418916666666672,1.7970186666666663,1.3417066666666664,1.0599349999999996,-35.713860407407395,2.96416,2.366780833333331,1.4144341666666664,-2.515706,-2.1696858333333338,-2.073382777777775,2.9281913333333334,2.0
HfOSe,6.619331888888891,5.811829444444449,12.465683333333336,-0.6567253749999996,-0.4452494444444445,-0.7100785714285716,4.399545555555554,3.4652166666666684,2.458447333333333,2.439308333333333,1.502303333333333,-12.764007777777778,4.10659,2.743950555555556,2.0030808333333323,-3.9810913333333313,-1.8028687500000005,-1.943667777777777,3.2117222380952364,2.0
Hf2O3Se1,6.521721777777779,6.513488888888886,15.356034166666667,-0.2405418611111112,-0.1643233333333333,-2.10232761904762,5.532037222222215,4.510371666666668,2.641342999999999,2.147663333333333,1.857754999999999,-40.06420374074074,5.45188,4.054184444444445,2.2996675000000004,-4.607849333333331,-4.859594999999997,-4.553819444444442,2.8067380952380927,2.0
Hf2O1Te3,7.1493682222222255,7.096365222222219,24.80538616666668,-0.2580904444444446,-0.0648766666666667,-0.7248454761904765,2.773062777777776,1.8858033333333328,1.6983488666666673,1.2468316666666663,1.0158333333333331,-30.21849535185184,2.3306300000000006,2.0657325,1.4043508333333334,-1.716586666666668,-1.3789154166666668,-1.4503711111111113,3.4068678571428546,3.0
HfOTe,7.084352277777777,5.665510777777778,13.121318333333337,-0.6111980277777775,-0.3487572222222222,-0.606941904761905,4.121766666666664,2.973852083333333,2.0960461666666674,1.9499333333333329,1.370863333333333,-11.808798148148147,3.913813333333336,2.413871666666667,1.4974499999999993,-3.742776,-1.2152316666666672,-1.285435000000002,3.246423809523807,2.0
Hf2O3Te1,6.456008444444445,6.159809999999997,16.590784166666666,-0.2596197916666667,-0.2477222222222222,-1.6629861904761924,5.034994999999997,3.970505833333332,2.5856256666666666,2.135743333333333,1.765036666666666,-38.95014214814816,4.620396666666667,3.822843333333335,2.181371666666668,-3.6948526666666655,-4.691692499999997,-3.940148888888887,2.7155392857142844,2.0
Hf2S1Se3,6.3398492222222185,7.147433000000002,25.40859333333333,-0.4606381111111108,-0.260395,-0.8670376190476189,3.1657105555555574,1.958648333333333,1.5296514,1.237815,0.9094066666666664,-31.399690333333336,2.629889999999999,2.115415277777777,1.2805725000000003,-2.311384,-1.8025108333333344,-1.6645383333333343,3.178850571428572,3.0
HfSSe,7.297624888888888,6.239984555555557,13.716325333333334,-0.6320709999999995,-0.5180966666666664,-1.0180190476190474,3.5997822222222258,2.315354583333333,1.685505,1.6839783333333336,1.0326049999999998,-10.729666111111106,3.5181733333333325,2.042184444444445,1.3950074999999995,-3.594818666666669,-1.7669304166666668,-1.693772777777779,3.4406286190476143,2.0
Hf2S3Se1,6.636042777777776,7.130712888888891,23.15823916666666,-0.5084214444444443,-0.3709883333333333,-0.9912247619047624,3.5724072222222247,2.3358924999999995,1.616628933333333,1.4237833333333334,0.9955366666666664,-33.74611788888888,3.093973333333333,2.3266627777777766,1.412905833333333,-2.570609333333332,-2.081326250000001,-2.0114316666666667,3.164856095238097,3.0
Hf2S1Te3,7.251623277777782,6.402054444444444,29.45928766666668,-0.3094721805555556,-0.151115,-0.7686128571428571,2.40158388888889,1.4343987499999995,1.376928433333333,0.9732649999999996,0.6455755555555551,-27.56378766666665,2.0742700000000003,1.7995738888888893,1.1986185000000005,-1.4968160000000013,-1.1524845833333333,-1.1803711111111108,3.424649904761904,3.0
HfSTe,7.36695172222222,6.292924444444443,13.977361000000004,-0.6407359861111113,-0.6273650000000001,-0.8889823809523807,3.340492777777779,2.064159583333333,1.3846002,1.5755733333333333,0.8015861111111109,-10.319993148148146,3.3337766666666666,1.800166388888889,1.2414521666666665,-3.3194126666666683,-1.2030325,-1.209802777777779,3.501021952380948,2.0
